Party,Text
Republic,"['thank', 'susan', 'well', 'first', 'im', 'very', 'proud', 'record', 'environment', 'conservation', 'according', 'best', 'estimates', 'air', 'land', 'cleaner', 'than', 'time', 'ever', 'recorded', 'and', 'water', 'among', 'cleanest', 'world', 'just', 'little', 'while', 'ago', 'president', 'signed', 'outdoors', 'act', 'largest', 'investment', 'public', 'lands', 'public', 'parks', '100', 'years', 'so', 'president', 'trump', 'has', 'made', 'commitment', 'conservation', 'environment', 'now', 'regard', 'climate', 'change', 'climate', 'changing', 'but', 'issue', 'cause', 'do', 'we', 'do', 'about', 'it', 'president', 'trump', 'has', 'made', 'clear', 'were', 'going', 'continue', 'listen', 'science', 'now', 'joe', 'biden', 'kamala', 'harris', 'would', 'put', 'back', 'paris', 'climate', 'accord', 'theyd', 'impose', 'green', 'new', 'deal', 'would', 'crush', 'american', 'energy', 'would', 'increase', 'energy', 'cost', 'american', 'families', 'homes', 'literally', 'would', 'crush', 'american', 'jobs', 'president', 'trump', 'i', 'believe', 'progress', 'we', 'made', 'cleaner', 'environment', 'has', 'happening', 'precisely', 'because', 'we', 'strong', 'free', 'market', 'economy', 'you', 'know', 'remarkable', 'united', 'states', 'has', 'reduced', 'co2', 'more', 'than', 'countries', 'still', 'paris', 'climate', 'accord', 'weve', 'done', 'through', 'innovation', 'and', 'weve', 'done', 'through', 'natural', 'gas', 'fracking', 'senator', 'american', 'people', 'can', 'go', 'look', 'record', 'i', 'know', 'joe', 'biden', 'says', 'otherwise', 'now', 'do', 'both', 'repeatedly', 'committed', 'abolishing', 'fossil', 'fuel', 'banning', 'fracking', 's', 's']"
Democrat,"['that', 'not', 'true', 's']"
Republic,"['and', 'so', 'creating', 'kind', 'american', 'innovation', 'were', 'actually', 'steering', 'toward', 'stronger', 'better', 'environment', 'with', 'regard', 'wildfires', 'president', 'trump', 'i', 'believe', 'forest', 'management', 'has', 'front', 'center', 'even', 'governor', 'gavin', 'newsome', 'state', 'has', 'agreed', 'weve', 'got', 'work', 'forest', 'management', 'and', 'regard', 'hurricanes', 'national', 'oceanic', 'administration', 'tells', 'actually', 'difficult', '–']"
Republic,"['–', 'no', 'more', 'hurricanes', 'today', 'than', 'were', '100', 'years', 'ago', '–']"
Republic,"['–', 'climate', 'alarmists', 'use', 'hurricanes', 'wildfires', 'try', '–']"
Republic,"['–', 'sell', 'good', 'green', 'new', 'deal', 'and', 'president', 'trump', 'i', 'gonna', 'always', 'put', 'american', 'jobs', 'american', 'workers', 'first']"
Democrat,"['alright', 'so', 'first', 'i', 'repeat', 'american', 'people', 'know', 'joe', 'biden', 'not', 'ban', 'fracking', 'that', 'fact', 'that', 'fact', 'i', 'repeat', 'joe', 'biden', 'has', 'very', 'clear', 'thinks', 'about', 'growing', 'jobs', 'not', 'increase', 'taxes', 'anyone', 'makes', 'less', 'than', '400000', 'year', 'joe', 'biden', 'economic', 'plan', 'moody', 'reputable', 'wall', 'street', 'firm', 'has', 'said', 'create', '7', 'million', 'more', 'jobs', 'than', 'donald', 'trumps', 'and', 'part', 'those', 'jobs', 'created', 'joe', 'biden', 'going', 'about', 'clean', 'energy', 'renewable', 'energy', 'because', 'see', 'joe', 'understands', 'west', 'coast', 'country', 'burning', 'including', 'home', 'state', 'california', 'joe', 'sees', 'happening', 'gulf', 'states', 'being', 'battered', 'storms', 'joe', 'has', 'seen', 'talked', 'farmers', 'iowa', 'whose', 'entire', 'crops', 'destroyed', 'because', 'floods', 'and', 'so', 'joe', 'believes', 'again', 'science', 'ill', 'tell', 'something', 'susan', 'i', 'served', 'i', 'first', 'got', 'senate', 'committee', 'responsible', 'environment', 'do', 'know', 'administration', 'took', 'word', 'science', 'off', 'website', 'and', 'then', 'took', 'phrase', 'climate', 'change', 'off', 'website', 'this', 'we', 'seen', 'pattern', 'administration', 'dont', 'believe', 'science', 'and', 'joe', 'plan', 'about', 'saying', 'were', 'going', 'deal', 'were', 'also', 'going', 'create', 'jobs', 'donald', 'trump', 'asked', 'about', 'wildfires', 'california', 'question', 'know', 'science', 'telling', 'you', 'know', 'donald', 'trump', 'said', 'science', 'doesnt', 'know', 'so', 'let', 'talk', 'about', 'prepared', 'lead', 'country', 'over', 'course', 'next', 'four', 'years', 'existential', 'threat', 'human', 'beings', 'joe', 'about', 'saying', 'were', 'going', 'invest', 'renewable', 'energy', 'were', 'going', 'about', 'creation', 'millions', 'jobs', 'we', 'achieve', 'net', 'zero', 'emissions', '2050', 'carbon', 'neutral', '2035', 'joe', 'has', 'plan', 'this', 'has', 'lot', 'talk', 'trump', 'administration', 'really', 'has', 'go', 'backward', 'instead', 'forward', 'we', 'also', 'reenter', 'climate', 'agreement', 'pride', 's', 's', 's', 's', 's']"
Republic,"['as', 'i', 'said', 'susan', 'climate', 'changing', 'well', 'follow', 'science', 'once', 'again', 'senator', 'harris', 'denying', 'fact', 'theyre', 'gonna', 'raise', 'taxes', 'every', 'american', 'joe', 'biden', 'said', 'twice', 'debate', 'last', 'week', 'day', 'one', 'going', 'repeal', 'trump', 'tax', 'cuts', 'those', 'tax', 'cuts', 'delivered', '2000', 'tax', 'relief', 'average', 'family', 'four', 'across', 'america', 'and', 'regard', 'banning', 'fracking', 'i', 'just', 'recommend', 'people', 'look', 'record', 'you', 'yourself', 'said', 'repeatedly', 'would', 'ban', 'fracking', 'you', 'were', 'first', 'senate', 'cosponsor', 'green', 'new', 'deal', 'and', 'while', 'joe', 'biden', 'denied', 'green', 'new', 'deal', 'susan', 'thank', 'pointing', 'out', 'green', 'new', 'deal', 'campaign', 'website', 'and', 'usa', 'today', 'said', 'essentially', 'same', 'plan', 'cosponsored', 'aoc', 'submitted', 'senate', 'and', 'just', 'heard', 'senator', 'say', 'going', 'resubmit', 'america', 'paris', 'climate', 'accord', 'look', 'american', 'people', 'always', 'cherished', 'environment', 'we', 'continue', 'cherish', 'it', 'weve', 'made', 'great', 'progress', 'reducing', 'co2', 'emissions', 'through', 'american', 'innovation', 'development', 'natural', 'gas', 'fracking', 'we', 'dont', 'need', 'massive', '2', 'trillion', 'green', 'new', 'deal', 'would', 'oppose', 'new', 'mandates', 'american', 'businesses', 'american', 'families', 'joe', 'biden', 'wants', 'retrofit', '4', 'million', 's', 's']"
Republic,"['–', 'american', 'business', 'buildings', 'it', 'makes', 'no', 'sense', 'it', 'cost', 'jobs', 'president', 'trump', '–']"
Republic,"['–', 'gonna', 'put', 'america', 'first', 'he', 'going', 'put', 'jobs', 'first', 'take', 'care', 'environment', 'follow', 'science', 's', 's']"
Democrat,"['on', 'issue', 'jobs', '–']"
Democrat,"['let', 'talk', 'about', 'that', 'you', 'vice', 'president', 'earlier', 'referred', 'part', 'thinks', 'accomplishment', 'preident', 'trade', 'war', 'china', 'you', 'lost', 'trade', 'war', 'you', 'lost', 'it', 'what', 'ended', 'up', 'happening', 'because', 'so', 'called', 'trade', 'war', 'china', 'america', 'lost', '300000', 'manufacturing', 'jobs', 'farmers', 'experienced', 'bankruptcy', 'because', 'it', 'we', 'manufacturing', 'recession', 'because', 'it', 'and', 'we', 'look', 'administration', 'has', 'estimates', 'end', 'term', 'administration', 'lost', 'more', 'jobs', 'than', 'almost', 'other', 'presidential', 'administration', '–', 's', 's']"
Republic,"['susan', '–']"
Democrat,"['–', 'and', 'american', 'people', 'know', 'im', 'talking', 'about', 'you', 'know', 'i', 'think', 'about', '20yearolds', 'know', 'we', '20yearold', '20somethingyearold', 'coming', 'out', 'high', 'school', 'college', 'right', 'now', 'youre', 'wondering', 'is', 'going', 'job', 'me', 'were', 'looking', 'people', 'trying', 'figure', 'out', 'theyre', 'going', 'pay', 'rent', 'end', 'month', 'almost', 'half', 'american', 'renters', 'worried', 'about', 'whether', 'theyre', 'going', 'able', 'pay', 'rent', 'end', 'month', 'this', 'economy', 'america', 'right', 'now', 'because', 'catastrophe', 'failure', 'leadership', 'administration']"
Republic,"['well', 'id', 'love', 'respond', 'lose', 'trade', 'war', 'china', 'joe', 'biden', 'never', 'fought', 'it', 'joe', 'biden', 'has', 'cheerleader', 'communist', 'china', 'through', 'over', 'last', 'several', 'decades', 'and', 'again', 'senator', 'harris', 'youre', 'entitled', 'opinion', 'youre', 'not', 'entitled', 'own', 'facts', 'when', 'joe', 'biden', 'vice', 'president', 'we', 'lost', '200000', 'manufacturing', 'jobs', 'president', 'obama', 'said', 'were', 'never', 'coming', 'back', 'he', 'said', 'we', 'needed', 'magic', 'wand', 'bring', 'back', 'in', 'first', 'three', 'years', 'after', 'we', 'cut', 'taxes', 'rolled', 'back', 'regulation', '–']"
Republic,"['–', 'unleashed', 'american', 'energy', 'administration', 'saw', '500000', 'jobs', 'created', '–']"
Republic,"['–', 'and', 'exactly', 'kind', 'growth', 'were', 'going', 'continue', 'see', 'we', 'bring', 'nation', 'through', 'pandemic', '–', 's']"
Republic,"['–', 'green', 'new', 'deal', 'massive', 'new', 'mandates', 'paris', 'climate', 'accord', 'gonna', 'kill', 'jobs', 'time', 'just', 'like', 'killed', 'jobs', 'last', 'administration', 's']"
Democrat,"['susan', 'i', 'just', 'need', 'respond', 'very', 'briefly', 'please']"
Democrat,"['thank', 'you', 'thank', 'you', 'joe', 'biden', 'responsible', 'saving', 'america', 'auto', 'industry', 'voted', 'against', 'it', 'so', 'let', 'set', 'record', 'straight', 'thank', 'you', 's', 's']"
Republic,"['thank', 'susan', 'well', 'let', 'before', 'i', 'leave', 'let', 'let', 'speak', 'voting', 'records', 'if', 'i', 'can', 'you', 'know', 'everybody', 'knows', 'nafta', 'costs', 'literally', 'thousands', 'american', 'factories', 'close', 'we', 'saw', 'automotive', 'jobs', 'going', 'south', 'border', 'president', 'trump', 'fought', 'renegotiate', 'nafta', 'united', 'states', 'mexico', 'canada', 'agreement', 'now', 'law', 'land', 'american', 'people', 'deserve', 'know', 'senator', 'kamala', 'harris', 'one', 'only', '10', 'members', 'senate', 'vote', 'against', 'usmca', 'it', 'huge', 'win', 'american', 'auto', 'workers', 'it', 'huge', 'win', 'american', 'farmers', 'especially', 'dairy', 'upper', 'midwest', 'but', 'senator', 'said', 'didnt', 'go', 'far', 'enough', 'climate', 'change', 'put', 'radical', 'environmental', 'agenda', 'ahead', 'american', 'auto', 'workers', 'ahead', 'american', 'jobs', 'i', 'think', 'american', 'people', 'deserve', 'know', 'that', 'it', 'probably', 'newsweek', 'magazine', 'said', 'kamala', 'harris', 'most', 'liberal', 'member', 'united', 'states', 'senate', '2019', 'more', 'liberal', 'than', 'bernie', 'sanders', 'more', 'more', 'liberal', 'than', 'others', 'united', 'states', 'senate', 'so', 'now', 'regard', 'china', 'susan', 'first', 'foremost', 'china', 'blame', 'coronavirus', 'and', 'president', 'trump', 'not', 'happy', 'about', 'it', 'he', 'made', 'very', 'clear', 'he', 'made', 'clear', 'again', 'today', 'china', 'world', 'health', 'organization', 'did', 'not', 'play', 'straight', 'american', 'people', 'they', 'did', 'not', 'let', 'personnel', 'into', 'china', 'get', 'information', 'coronavirus', 'until', 'middle', 'february', 'fortunately', 'president', 'trump', 'dealing', 'china', 'outset', 'administration', 'standing', 'up', 'china', 'had', 'taking', 'advantage', 'america', 'decades', 'wake', 'joe', 'biden', 'cheerleading', 'china', 'president', 'trump', 'made', 'decision', 'before', 'end', 'january', 'suspend', 'travel', 'china', 'and', 'again', 'american', 'people', 'deserve', 'know', 'joe', 'biden', 'opposed', 'president', 'trump', 'decision', 'suspend', 'travel', 'china', 'he', 'said', 'hysterical', 'said', 'xenophobic', '–', 's', 's', 's', 's']"
Republic,"['–', 'president', 'trump', 'has', 'stood', 'up', 'china', 'continue', 'stand', 'strong']"
Republic,"['we', 'want', 'improve', 'relationship', 'were', 'going', 'level', 'playing', 'field', 'were', 'going', 'hold', 'china', 'accountable', 'did', 'america', 'coronavirus']"
Democrat,"['susan', 'trump', 'adminitration', 'perspective', 'approach', 'china', 'has', 'resulted', 'loss', 'american', 'lives', 'american', 'jobs', 'america', 'standing', 'there', 'weird', 'obsession', 'president', 'trump', 'has', 'had', 'getting', 'rid', 'whatever', 'accomplishment', 'achieved', 'president', 'obama', 'vice', 'president', 'biden', 'for', 'example', 'created', 'within', 'white', 'house', 'office', 'basically', 'just', 'responsible', 'monitoring', 'pandemics', 'they', 'got', 'away', 'got', 'rid', 'it', 's', 's']"
Republic,"['not', 'true']"
Democrat,"['there', 'team', 'disease', 'experts', 'president', 'obama', 'vice', 'president', 'biden', 'dispatched', 'china', 'monitor', 'now', 'predictable', 'might', 'happen', 'they', 'pulled', 'out', 'we', 'now', 'looking', '210000', 'americans', 'lost', 'lives', 'let', 'look', 'job', 'situation', 'we', 'mentioned', 'before', 'trade', 'deal', '–', 'trade', 'war', 'wanted', 'call', '–', 'china', 'it', 'resulted', 'loss', 'over', '300', 'manufacturing', 'jobs', 'manufacturing', 'recession', 'american', 'consumer', 'paying', 'thousands', 'dollars', 'more', 'goods', 'because', 'failed', 'war', 'called', 'it', 'and', 'let', 'talk', 'about', 'standing', 'pew', 'reputable', 'research', 'firm', 'has', 'done', 'analysis', 'shows', 'leaders', 'formerly', 'allied', 'countries', 'now', 'decided', 'hold', 'greater', 'esteem', 'respect', 'xi', 'jinping', 'head', 'chinese', 'communist', 'party', 'than', 'do', 'donald', 'trump', 'president', 'united', 'states', 'commander', 'chief', 'united', 'states', 'this', 'we', 'today', 'because', 'failure', 'leadership', 'administration', 's', 's']"
Democrat,"['so', 'know', 'joe', '–', 'i', 'love', 'talking', 'joe', 'about', 'lot', 'these', 'issues', 'know', 'joe', 'i', 'think', 'said', 'quite', 'well', 'he', 'says', 'know', 'foreign', 'policy', 'might', 'sound', 'complicated', 'really', 'relationships', '–', 'just', 'think', 'about', 'relationships', 'and', 'so', 'we', 'know', 'personal', 'professional', 'relationships', '–', 'guys', 'keep', 'word', 'friends', 'got', 'loyal', 'friends', 'people', 'stood', 'got', 'stand', 'them', 'you', 'got', 'know', 'adversaries', 'keep', 'check', 'but', 'we', 'seen', 'donald', 'trump', 'has', 'betrayed', 'friends', 'embraced', 'dictators', 'around', 'world', 'let', 'take', 'example', 'russia', 'so', 'russia', '–', 'i', 'serve', 'intelligence', 'committee', 'united', 'states', 'senate', 'america', 'intelligence', 'community', 'told', 'russia', 'interfered', 'election', 'president', 'united', 'states', '2016', 'playing', '2020', 'christopher', 'ray', 'director', 'fbi', 'said', 'same', 'donald', 'trump', 'commander', 'chief', 'united', 'states', 'america', 'prefers', 'take', 'word', 'vladimir', 'putin', 'over', 'word', 'american', 'intelligence', 'community', 'look', 'friends', 'nato', 'he', 'has', 'walked', 'away', 'agreements', '–', 'can', 'look', 'iran', 'nuclear', 'deal', 'now', 'has', 'put', 'position', 'we', 'less', 'safe', 'because', 'building', 'up', 'might', 'end', 'up', 'being', 'significant', 'nuclear', 'arsenal', 'we', 'were', 'deal', 'guys', 'we', 'were', 'iran', 'nuclear', 'deal', 'friends', 'allies', 'around', 'country', 'because', 'donald', 'trump', 'unilateral', 'approach', 'foreign', 'policy', 'coupled', 'isolationism', 'pulled', 'out', 'has', 'made', 'america', 'less', 'safe', 'so', 'susan', 'about', 'relationships', 'and', 'thing', 'has', 'always', 'part', 'strength', 'nation', 'addition', 'great', 'military', 'has', 'we', 'keep', 'word', 'but', 'donald', 'trump', 'doesnt', 'understand', 'because', 'doesnt', 'understand', 'means', 'honest', 's', 's', 's', 's', 's']"
Republic,"['well', 'thank', 'you', 'well', 'president', 'trump', 'kept', 'word', 'we', 'moved', 'american', 'embassy', 'jerusalem', 'capital', 'state', 'israel', 'when', 'joe', 'biden', 'vice', 'president', 'promised', 'do', 'never', 'did', 'we', 'stood', 'strong', 'allies', 'weve', 'demanding', 'nato', 'now', 'contributing', 'more', 'common', 'defense', 'than', 'ever', 'before', 'thanks', 'president', 'trump', 'leadership', 'we', 'strengthen', 'alliances', 'across', 'asia', 'pacific', 'and', 'weve', 'stood', 'strong', 'against', 'those', 'would', 'do', 'harm', 'you', 'know', 'president', 'trump', 'came', 'into', 'office', 'isis', 'had', 'captured', 'area', 'middle', 'east', 'size', 'pennsylvania', 'president', 'trump', 'unleashed', 'american', 'military', 'armed', 'forces', 'destroyed', 'isis', 'caliphate', 'took', 'down', 'leader', 'al', 'baghdadi', 'without', 'one', 'american', 'casualty', 'al', 'baghdadi', 'responsible', 'deaths', 'thousands', 'but', 'notably', 'america', 'hearts', 'today', 'family', 'kayla', 'mueller', 'parents', 'tonight', 'salt', 'lake', 'city', 'today', 'two', 'isis', 'killers', 'responsible', 'kayla', 'mueller', 'murder', 'were', 'brought', 'justice', 'united', 'states', 'jihadi', 'john', 'killed', 'battlefield', 'along', 'other', 'few', 'the', 'reality', 'joe', 'biden', 'vice', 'president', 'we', 'had', 'opportunity', 'save', 'kayla', 'mueller', 'breaks', 'heart', 'reflect', 'military', 'came', 'into', 'oval', 'office', 'presented', 'plan', 'they', 'said', 'knew', 'kayla', 'was', 'baghdadi', 'had', 'held', '18', 'months', 'abused', 'mercilessly', 'before', 'killed', 'her', 'but', 'joe', 'biden', 'vice', 'president', 'hesitated', 'month', 'and', 'armed', 'forces', 'finally', 'went', 'clear', 'shed', 'moved', 'two', 'days', 'earlier', 'family', 'says', 'heart', 'broke', 'heart', 'every', 'american', 'president', 'donald', 'trump', 'had', 'president', 'believe', 'kayla', 'would', 'alive', 'today', 's', 's', 's']"
